Fund,Sector,Monthly_Return
FundB,Finance,0.004
FundB,Finance,0.004
FundB,Finance,0.004
FundB,Finance,0.0112
FundB,Finance,0.0061
FundB,Finance,0.0063
FundB,Finance,0.0081
FundB,Finance,0.0057
FundB,Finance,0.0042
FundB,Finance,0.0044
FundB,Finance,0.0048
FundB,Finance,0.0049
FundB,Finance,0.0072
FundB,Finance,0.0052
FundB,Finance,0.0072
FundB,Finance,0.0048
FundB,Finance,0.0052
FundB,Finance,-0.001
FundB,Finance,0.0077
FundB,Finance,0.006
FundB,Finance,0.008
FundB,Finance,-0.0037
FundB,Finance,0.0113
FundB,Finance,0.0046
FundB,Finance,0.0083
FundB,Finance,0.0019
FundB,Finance,0.0068
FundB,Finance,0.0018
FundB,Finance,0.0031
FundB,Finance,0.0107
FundB,Finance,0.0044
FundB,Finance,0.0057
FundB,Finance,0.0076
FundB,Finance,0.0065
FundB,Finance,0.0055
FundB,Finance,0.0061
FundB,Finance,0.0122
FundB,Finance,0.0048
FundB,Finance,0.0056
FundB,Finance,0.0082
FundB,Finance,0.0083
FundB,Finance,0.0086
FundB,Finance,0.0069
FundB,Finance,0.0016
FundB,Finance,0.0099
FundB,Finance,0.0016
FundB,Finance,0.0059
FundB,Finance,0.0027
FundB,Finance,0.0048
FundB,Finance,0.006
FundB,Finance,0.006
FundB,Finance,0.0063
FundB,Finance,0.0098
FundB,Finance,0.0064
FundB,Finance,0.0043
FundB,Finance,0.0079
FundB,Finance,0.0086
FundB,Finance,0.0013
FundB,Finance,0.0068
FundB,Finance,0.0071
FundB,Finance,0.0041
FundB,Finance,0.0091
FundB,Finance,0.0045
FundB,Finance,0.0054
FundB,Finance,0.0045
FundB,Finance,0.005
FundB,Finance,0.0017
FundB,Finance,0.0007
FundB,Finance,0.0098
FundB,Finance,0.0025
FundB,Finance,0.002
FundB,Finance,-0.0015
FundB,Finance,0.0031
FundB,Finance,0.001
FundB,Finance,0.0099
FundB,Finance,0.008
FundB,Finance,0.0029
FundB,Finance,0.0118
FundB,Finance,0.0079
FundB,Finance,0.004
FundB,Finance,-0.0025
FundB,Finance,0.0119
FundB,Finance,0.0008
FundB,Finance,0.0001
FundB,Finance,0.0081
FundB,Finance,0.0123
FundB,Finance,0.0092
FundB,Finance,0.0067
FundB,Finance,0.0068
FundB,Finance,0.0076
FundB,Finance,0.0073
FundB,Finance,0.0058
FundB,Finance,0.0053
FundB,Finance,0.0048
FundB,Finance,0.0027
FundB,Finance,0.0042
FundB,Finance,-0.0001
FundB,Finance,0.0047
FundB,Finance,0.002
FundB,Finance,0.0017
FundB,Finance,0.0055
FundB,Finance,0.0092
FundB,Finance,0.0078
FundB,Finance,0.0003
FundB,Finance,0.002
FundB,Finance,0.0078
FundB,Finance,0.0021
FundB,Finance,0.0043
FundB,Finance,0.0067
FundB,Finance,0.0021
FundB,Finance,0.0053
FundB,Finance,0.001
FundB,Finance,0.0032
FundB,Finance,0.006
FundB,Finance,0.0002
FundB,Finance,0.0063
FundB,Finance,0.0049
FundB,Finance,0.0067
FundB,Finance,0.0057
FundB,Finance,0.0091
FundE,Finance,0.0054
FundE,Finance,0.0037
FundE,Finance,0.0054
FundE,Finance,0.0066
FundE,Finance,0.0051
FundE,Finance,0.0051
FundE,Finance,0.0029
FundE,Finance,0.003
FundE,Finance,0.0008
FundE,Finance,0.0102
FundE,Finance,0.0013
FundE,Finance,0.0029
FundE,Finance,0.0028
FundE,Finance,0.0077
FundE,Finance,0.0041
FundE,Finance,0.0087
FundE,Finance,0.003
FundE,Finance,0.0058
FundE,Finance,0.0025
FundE,Finance,0.0114
FundE,Finance,0.0014
FundE,Finance,0.0059
FundE,Finance,0.0069
FundE,Finance,0.0062
FundE,Finance,0.0044
FundE,Finance,0.0046
FundE,Finance,0.0051
FundE,Finance,0.0046
FundE,Finance,0.0079
FundE,Finance,0.0116
FundE,Finance,0.0033
FundE,Finance,0.0009
FundE,Finance,0.0047
FundE,Finance,0.0127
FundE,Finance,0.0026
FundE,Finance,0.0099
FundE,Finance,0.01
FundE,Finance,0.0033
FundE,Finance,0.0067
FundE,Finance,0.0099
FundE,Finance,0.0039
FundE,Finance,0.0044
FundE,Finance,0.0033
FundE,Finance,0.002
FundE,Finance,0.0031
FundE,Finance,0.0013
FundE,Finance,0.0051
FundE,Finance,0.0027
FundE,Finance,0.0057
FundE,Finance,0.0003
FundE,Finance,0.006
FundE,Finance,0.0075
FundE,Finance,-0.001
FundE,Finance,0.0061
FundE,Finance,0.0087
FundE,Finance,0.0014
FundE,Finance,0.01
FundE,Finance,0.0063
FundE,Finance,0.0029
FundE,Finance,0.0048
FundE,Finance,0.0067
FundE,Finance,0.0052
FundE,Finance,0.0066
FundE,Finance,0.0022
FundE,Finance,0.0055
FundE,Finance,0.0008
FundE,Finance,0.0047
FundE,Finance,0.0023
FundE,Finance,0.0028
FundE,Finance,0.0087
FundE,Finance,0.0083
FundE,Finance,0.0068
FundE,Finance,0.0017
FundE,Finance,0.0041
FundE,Finance,0.0086
FundE,Finance,0.0054
FundE,Finance,0.012
FundE,Finance,0.0062
FundE,Finance,0.0056
FundE,Finance,0.0041
FundE,Finance,0.0054
FundE,Finance,0.0045
FundE,Finance,0.0071
FundE,Finance,0.0079
FundE,Finance,0.0026
FundE,Finance,0.001
FundE,Finance,-0.0005
FundE,Finance,0.0065
FundE,Finance,0.0017
FundE,Finance,-0.0015
FundE,Finance,0.0062
FundE,Finance,0.0125
FundE,Finance,0.005
FundE,Finance,0.0075
FundE,Finance,0.0052
FundE,Finance,0.0047
FundE,Finance,0.0078
FundE,Finance,0.0041
FundE,Finance,0.0058
FundE,Finance,0.006
FundE,Finance,0.003
FundE,Finance,0.008
FundE,Finance,0.0045
FundE,Finance,0.0027
FundE,Finance,0.0066
FundE,Finance,0.0023
FundE,Finance,0.0051
FundE,Finance,0.005
FundE,Finance,0.0083
FundE,Finance,0.0064
FundE,Finance,0.0049
FundE,Finance,0.0075
FundE,Finance,0.0092
FundE,Finance,0.0067
FundE,Finance,0.005
FundE,Finance,0.0011
FundE,Finance,0.0018
FundE,Finance,0.0041
FundE,Finance,0.0032
FundE,Finance,0.0044
FundE,Finance,0.0052
FundE,Finance,0.0066
FundE,Finance,0.0048
FundE,Finance,0.0065
FundE,Finance,0.0052
FundE,Finance,-0.0009
FundE,Finance,0.0022
FundE,Finance,0.0046
FundE,Finance,0.0014
FundE,Finance,0.0068
FundE,Finance,0.0096
FundE,Finance,0.0087
FundE,Finance,0.0044
FundE,Finance,0.0095
FundE,Finance,0.0054
FundE,Finance,0.004
FundE,Finance,0.0032
FundE,Finance,0.0041
FundE,Finance,0.0038
FundE,Finance,0.0055
FundE,Finance,0.0055
FundE,Finance,0.005
FundE,Finance,0.0063
FundE,Finance,0.0086
FundE,Finance,0.0078
FundE,Finance,0.0005
FundE,Finance,-0.0027
FundE,Finance,0.0078
FundE,Finance,0.0009
FundE,Finance,0.0043
FundE,Finance,0.0015
FundE,Finance,-0.0004
FundE,Finance,0.0066
FundE,Finance,0.0073
FundE,Finance,0.0033
FundE,Finance,-0.0028
FundE,Finance,0.0034
FundE,Finance,0.0062
FundE,Finance,0.0006
FundE,Finance,0.0056
FundE,Finance,0.005
FundE,Finance,0.0067
FundE,Finance,0.0054
FundE,Finance,0.0021
FundE,Finance,0.0086
FundE,Finance,0.0045
FundE,Finance,0.0049
FundE,Finance,0.0022
FundE,Finance,0.0037
FundE,Finance,0.0023
FundE,Finance,0.0045
FundE,Finance,0.0101
FundE,Finance,0.0009
FundE,Finance,0.0002
FundE,Finance,0.0094
FundE,Finance,0.0044
FundE,Finance,0.003
FundE,Finance,0.0081
FundE,Finance,0.0032
FundE,Finance,0.0105
FundE,Finance,0.007
FundE,Finance,0.0035
FundE,Finance,0.0115
FundE,Finance,0.0032
FundE,Finance,0.0072
FundE,Finance,0.0059
FundE,Finance,0.0089
FundE,Finance,0.0097
FundE,Finance,0.0051
FundE,Finance,0.0027
FundE,Finance,0.0064
FundE,Finance,0.003
FundE,Finance,0.011
FundE,Finance,0.0054
FundE,Finance,0.0039
FundE,Finance,0.0056
FundE,Finance,0.001
FundE,Finance,0.0021
FundE,Finance,0.0086
FundE,Finance,0.003
FundI,Finance,0.0019
FundI,Finance,0.0066
FundI,Finance,0.0086
FundI,Finance,0.0072
FundI,Finance,0.008
FundI,Finance,0.0027
FundI,Finance,0.0007
FundI,Finance,0.0095
FundI,Finance,0.004
FundI,Finance,0.0042
FundI,Finance,0.009
FundI,Finance,0.0067
FundI,Finance,0.0064
FundI,Finance,0.0115
FundI,Finance,0.0031
FundI,Finance,0.0078
FundI,Finance,0.0052
FundI,Finance,0.0058
FundI,Finance,0.0096
FundI,Finance,0.0065
FundI,Finance,0.0066
FundI,Finance,0.0082
FundI,Finance,0.0039
FundI,Finance,0.0025
FundI,Finance,0.0019
FundI,Finance,-0.0009
FundI,Finance,0.0112
FundI,Finance,0.0017
FundI,Finance,0.0043
FundI,Finance,0.0042
FundI,Finance,0.0059
FundI,Finance,0.0074
FundI,Finance,0.0076
FundI,Finance,0.0033
FundI,Finance,0.0045
FundI,Finance,0.0058
FundI,Finance,0.0043
FundI,Finance,0.0098
FundI,Finance,0.0065
FundI,Finance,0.0072
FundI,Finance,0.007
FundI,Finance,0.0085
FundI,Finance,0.0055
FundI,Finance,0.0011
FundI,Finance,0.0062
FundI,Finance,0.003
FundI,Finance,0.0034
FundI,Finance,0.0068
FundI,Finance,0.0087
FundI,Finance,0.0051
FundI,Finance,0.0059
FundI,Finance,0.0101
FundI,Finance,0.0057
FundI,Finance,0.0128
FundI,Finance,0.0067
FundI,Finance,-0.0003
FundI,Finance,0.0073
FundI,Finance,0.0061
FundI,Finance,0.0089
FundI,Finance,0.007
FundI,Finance,0.0046
FundI,Finance,0.0013
FundI,Finance,0.0044
FundI,Finance,0.0024
FundI,Finance,0.0033
FundI,Finance,0.0068
FundI,Finance,0.01
FundI,Finance,0.0062
FundI,Finance,0.0014
FundI,Finance,0.0063
FundI,Finance,0.0086
FundI,Finance,0.0032
FundI,Finance,0.0046
FundI,Finance,0.005
FundI,Finance,0.0026
FundI,Finance,0.0069
FundI,Finance,0.0046
FundI,Finance,0.0063
FundI,Finance,0.0023
FundI,Finance,0.0037
FundI,Finance,0.0072
FundI,Finance,0.0039
FundI,Finance,0.0102
FundI,Finance,0.0038
FundI,Finance,0.0057
FundI,Finance,0.0078
FundI,Finance,0.0007
FundI,Finance,-0.0003
FundI,Finance,0.0004
FundI,Finance,0.0088
FundI,Finance,0.0033
FundI,Finance,0.0127
FundI,Finance,0.0033
FundI,Finance,0.0056
FundI,Finance,0.0096
FundI,Finance,0.011
FundI,Finance,0.0112
FundI,Finance,0.0086
FundI,Finance,0.0081
FundI,Finance,0.0068
FundI,Finance,0.0073
FundI,Finance,0.0033
FundI,Finance,0.0025
FundI,Finance,0.005
FundI,Finance,0.0045
FundI,Finance,0.0036
FundI,Finance,0.0071
FundI,Finance,0.0079
FundI,Finance,0.0053
FundI,Finance,0.0094
FundI,Finance,0.0016
FundI,Finance,0.0044
FundI,Finance,0.0028
FundI,Finance,-0.0006
FundI,Finance,0.0048
FundI,Finance,0.0046
FundI,Finance,0.0095
FundI,Finance,0.0069
FundI,Finance,0.0019
FundI,Finance,0.0106
FundI,Finance,0.0087
FundI,Finance,0.0067
FundI,Finance,0.0043
FundI,Finance,0.0021
FundI,Finance,0.0039
FundI,Finance,0.0083
FundI,Finance,0.0107
FundI,Finance,0.0096
FundI,Finance,0.0035
FundI,Finance,0.0016
FundI,Finance,0.0054
FundI,Finance,-0.0003
FundI,Finance,0.006
FundI,Finance,0.0046
FundI,Finance,0.0036
FundI,Finance,0.0002
FundI,Finance,0.0065
FundI,Finance,0.0034
FundI,Finance,0.0015
FundI,Finance,-0.0036
FundI,Finance,0.0049
FundI,Finance,0.0103
FundI,Finance,0.01
FundI,Finance,0.0036
FundI,Finance,0.0032
FundI,Finance,0.0064
FundI,Finance,0.002
FundI,Finance,0.0059
FundI,Finance,0.0073
FundI,Finance,0.0087
FundI,Finance,0.0047
FundI,Finance,0.0044
FundI,Finance,0.0024
FundI,Finance,0.0025
FundI,Finance,0.0043
FundI,Finance,0.0061
FundI,Finance,0.0077
FundI,Finance,0.0026
FundI,Finance,0.0095
FundI,Finance,0.0042
FundI,Finance,0.0049
FundI,Finance,0.0028
FundI,Finance,-0.0023
FundI,Finance,0.0077
FundI,Finance,0.0072
FundI,Finance,0.0042
FundI,Finance,0.0052
FundI,Finance,0.0065
FundI,Finance,0.0003
FundI,Finance,0.0034
FundI,Finance,0.0074
FundI,Finance,0.0012
FundI,Finance,0.0059
FundI,Finance,0.0009
FundI,Finance,0.0064
FundI,Finance,0.0049
FundI,Finance,0.0002
FundI,Finance,0.0085
FundI,Finance,0.0028
FundI,Finance,0.0026
FundI,Finance,0.0056
FundI,Finance,0.0084
FundI,Finance,0.002
FundI,Finance,0.0052
FundI,Finance,0.0063
FundI,Finance,0.0071
FundI,Finance,0.0055
FundI,Finance,0.0039
FundI,Finance,0.0025
FundI,Finance,0.0053
FundI,Finance,0.0018
FundI,Finance,-0.0038
FundI,Finance,0.0063
FundI,Finance,0.0077
FundI,Finance,-0.0021
FundI,Finance,0.002
FundI,Finance,0.0069
FundI,Finance,0.0112
FundI,Finance,0.0051
FundI,Finance,0.0028
FundJ,Finance,0.0045
FundJ,Finance,0.0091
FundJ,Finance,0.0031
FundJ,Finance,0.0026
FundJ,Finance,0.0036
FundJ,Finance,0.0021
FundJ,Finance,0.0054
FundJ,Finance,0.0099
FundJ,Finance,0.006
FundJ,Finance,0.0042
FundJ,Finance,0.0041
FundJ,Finance,0.0003
FundJ,Finance,0.0076
FundJ,Finance,0.0048
FundJ,Finance,0.0045
FundJ,Finance,0.0146
FundJ,Finance,0.0059
FundJ,Finance,0.0027
FundJ,Finance,0.0037
FundJ,Finance,0.0084
FundJ,Finance,0.0053
FundJ,Finance,0.0007
FundJ,Finance,0.0078
FundJ,Finance,0.003
FundJ,Finance,0.0106
FundJ,Finance,0.0082
FundJ,Finance,0.0037
FundJ,Finance,0.0088
FundJ,Finance,0.0052
FundJ,Finance,0.0076
FundJ,Finance,0.0065
FundJ,Finance,0.0025
FundJ,Finance,0.0031
FundJ,Finance,0.0081
FundJ,Finance,0.004
FundJ,Finance,0.0038
FundJ,Finance,0.0021
FundJ,Finance,0.0063
FundJ,Finance,0.0112
FundJ,Finance,0.0018
FundJ,Finance,0.0051
FundJ,Finance,0.0092
FundJ,Finance,0.0048
FundJ,Finance,0.0064
FundJ,Finance,0.0018
FundJ,Finance,0.0063
FundJ,Finance,0.0044
FundJ,Finance,0.008
FundJ,Finance,0.0086
FundJ,Finance,0.0128
FundJ,Finance,0.0067
FundJ,Finance,0.006
FundJ,Finance,0.0056
FundJ,Finance,0.0039
FundJ,Finance,0.006
FundJ,Finance,0.0041
FundJ,Finance,0.0055
FundJ,Finance,0.009
FundJ,Finance,0.002
FundJ,Finance,0.0084
FundJ,Finance,0.009
FundJ,Finance,0.0046
FundJ,Finance,-0.0014
FundJ,Finance,0.0032
FundJ,Finance,0.0089
FundJ,Finance,0.0049
FundJ,Finance,0.002
FundJ,Finance,0.0035
FundJ,Finance,0.0075
FundJ,Finance,0.0066
FundJ,Finance,0.0043
FundJ,Finance,0.0039
FundJ,Finance,0.0038
FundJ,Finance,0.0022
FundJ,Finance,0.0098
FundJ,Finance,0.004
FundJ,Finance,0.0087
FundJ,Finance,0.0096
FundJ,Finance,0.008
FundJ,Finance,0.0037
FundJ,Finance,0.0062
FundJ,Finance,0.0049
FundJ,Finance,0.0023
FundJ,Finance,0.006
FundJ,Finance,0.0015
FundJ,Finance,0.0086
FundJ,Finance,0.0036
FundJ,Finance,0.0056
FundJ,Finance,0.0058
FundJ,Finance,0.0042
FundJ,Finance,0.0068
FundJ,Finance,0.0036
FundJ,Finance,0.0076
FundJ,Finance,0.001
FundJ,Finance,0.0054
FundJ,Finance,0.0108
FundJ,Finance,0.002
FundJ,Finance,0.003
FundJ,Finance,0.0065
FundJ,Finance,0.0055
FundJ,Finance,0.0061
FundJ,Finance,0.0065
FundJ,Finance,0.0069
FundJ,Finance,0.0083
FundJ,Finance,0.0062
FundJ,Finance,0.0043
FundJ,Finance,0.007
FundJ,Finance,0.0107
FundJ,Finance,0.0046
FundJ,Finance,0.0021
FundJ,Finance,0.0083
FundJ,Finance,0.0046
FundJ,Finance,-0.0015
FundJ,Finance,0.0075
FundJ,Finance,0.0034
FundJ,Finance,0.0047
FundJ,Finance,0.006
FundJ,Finance,0.0056
FundJ,Finance,0.0071
FundJ,Finance,0.0037
FundJ,Finance,0.0065
FundJ,Finance,0.0042
FundJ,Finance,0.0072
FundJ,Finance,0.0068
FundJ,Finance,0.0022
FundJ,Finance,0.0083
FundJ,Finance,0.0034
FundJ,Finance,0.0074
FundJ,Finance,0.0061
FundJ,Finance,0.0105
FundJ,Finance,0.0043
FundJ,Finance,0.004
FundJ,Finance,0.0049
FundJ,Finance,0.0041
FundJ,Finance,0.0074
FundJ,Finance,0.0002
FundJ,Finance,0.0018
FundJ,Finance,0.0018
FundJ,Finance,0.0079
FundJ,Finance,0.0101
FundJ,Finance,0.0047
FundJ,Finance,0.0045
FundJ,Finance,0.0052
FundJ,Finance,0.0085
FundJ,Finance,0.0022
FundJ,Finance,0.0057
FundJ,Finance,0.0079
FundJ,Finance,0.0065
FundJ,Finance,0.0056
FundJ,Finance,0.008
FundJ,Finance,-0.0031
FundJ,Finance,0.007
FundJ,Finance,0.003
FundJ,Finance,-0.0005
FundJ,Finance,0.0065
FundJ,Finance,0.0091
FundJ,Finance,0.0046
FundJ,Finance,0.0079
FundJ,Finance,0.0098
FundJ,Finance,0.0089
FundJ,Finance,0.0099
FundJ,Finance,0.0072
FundJ,Finance,0.0052
FundJ,Finance,0.0002
FundJ,Finance,0.0043
FundJ,Finance,0.0025
FundJ,Finance,0.0115
FundJ,Finance,0.0045
FundJ,Finance,0.0054
FundJ,Finance,0.0067
FundJ,Finance,0.0051
FundJ,Finance,0.0101
FundJ,Finance,0.0031
FundJ,Finance,0.0056
FundJ,Finance,0.0028
FundJ,Finance,0.001
FundJ,Finance,0.0032
FundJ,Finance,0.0049
FundJ,Finance,0.0037
FundJ,Finance,0.0029
FundJ,Finance,0.0008
FundJ,Finance,0.0048
FundJ,Finance,0.0005
FundJ,Finance,0.0073
FundJ,Finance,0.0052
FundJ,Finance,0.0006
FundJ,Finance,0.0041
FundJ,Finance,0.0027
FundJ,Finance,0.006
FundJ,Finance,0.009
FundJ,Finance,-0.0006
FundJ,Finance,0.0053
FundJ,Finance,0.0045
FundJ,Finance,0.007
FundJ,Finance,0.0056
FundJ,Finance,0.0027
FundJ,Finance,0.004
FundJ,Finance,0.0026
FundJ,Finance,0.0082
FundJ,Finance,0.0051
FundK,Finance,0.0107
FundK,Finance,0.0048
FundK,Finance,0.0029
FundK,Finance,0.0005
FundK,Finance,-0.0004
FundK,Finance,0.0002
FundK,Finance,0.0058
FundK,Finance,0.0065
FundK,Finance,0.0003
FundK,Finance,0.0077
FundK,Finance,0.0036
FundK,Finance,0.0054
FundK,Finance,0.0098
FundK,Finance,0.0077
FundK,Finance,0.0042
FundK,Finance,0.0023
FundK,Finance,-0.0015
FundK,Finance,0.0028
FundK,Finance,0.0044
FundK,Finance,0.002
FundK,Finance,0.0046
FundK,Finance,0.0052
FundK,Finance,0.0043
FundK,Finance,0.003
FundK,Finance,0.0055
FundK,Finance,0.0063
FundK,Finance,0.0017
FundK,Finance,0.0092
FundK,Finance,0.0047
FundK,Finance,0.0051
FundK,Finance,0.0071
FundK,Finance,0.0057
FundK,Finance,0.0079
FundK,Finance,0.0059
FundK,Finance,0.0032
FundK,Finance,0.0061
FundK,Finance,0.0016
FundK,Finance,0.0053
FundK,Finance,0.0049
FundK,Finance,0.0044
FundK,Finance,0.0046
FundK,Finance,-0.0006
FundK,Finance,0.0034
FundK,Finance,0.0053
FundK,Finance,0.0055
FundK,Finance,0.0019
FundK,Finance,0.0088
FundK,Finance,0.0024
FundK,Finance,0.0079
FundK,Finance,0.0063
FundK,Finance,0.0031
FundK,Finance,0.0103
FundK,Finance,0.0014
FundK,Finance,0.0078
FundK,Finance,0.008
FundK,Finance,0.003
FundK,Finance,0.0092
FundK,Finance,0.0042
FundK,Finance,0.0059
FundK,Finance,0.0058
FundK,Finance,0.0046
FundK,Finance,0.0074
FundK,Finance,0.0074
FundK,Finance,-0.0002
FundK,Finance,0.0089
FundK,Finance,0.0
FundK,Finance,0.0081
FundK,Finance,0.0084
FundK,Finance,0.0017
FundK,Finance,0.0038
FundK,Finance,0.0017
FundK,Finance,0.0044
FundK,Finance,0.0041
FundK,Finance,0.0073
FundK,Finance,0.0089
FundK,Finance,0.0092
FundK,Finance,0.0033
FundK,Finance,0.0044
FundK,Finance,-0.0001
FundK,Finance,0.0026
FundK,Finance,0.0079
FundK,Finance,0.0098
FundK,Finance,0.0013
FundK,Finance,0.0032
FundK,Finance,0.0049
FundK,Finance,0.0058
FundK,Finance,0.0026
FundK,Finance,0.0063
FundK,Finance,0.0036
FundK,Finance,0.005
FundK,Finance,0.0066
FundK,Finance,0.005
FundK,Finance,0.0037
FundK,Finance,0.0047
FundK,Finance,0.0047
FundK,Finance,0.0039
FundK,Finance,0.0042
FundK,Finance,0.0098
FundK,Finance,0.0067
FundK,Finance,0.0041
FundK,Finance,0.0071
FundK,Finance,0.004
FundK,Finance,0.0085
FundK,Finance,0.0061
FundK,Finance,0.0047
FundK,Finance,0.0063
FundK,Finance,0.0003
FundK,Finance,0.0016
FundK,Finance,0.0014
FundK,Finance,0.0054
FundK,Finance,0.0102
FundK,Finance,0.0117
FundK,Finance,0.0069
FundK,Finance,0.0065
FundK,Finance,-0.0004
FundK,Finance,0.0034
FundK,Finance,0.0026
FundK,Finance,0.0031
FundK,Finance,0.0045
FundK,Finance,0.0036
FundK,Finance,-0.0009
FundK,Finance,0.0072
FundK,Finance,0.0018
FundK,Finance,0.0057
FundK,Finance,0.0112
FundK,Finance,0.0022
FundK,Finance,-0.0026
FundK,Finance,0.0041
FundK,Finance,0.0083
FundK,Finance,0.0109
FundK,Finance,0.0013
FundK,Finance,0.0065
FundK,Finance,0.0036
FundK,Finance,0.0047
FundK,Finance,0.0129
FundK,Finance,0.0005
FundK,Finance,0.0058
FundK,Finance,0.0064
FundK,Finance,0.0083
FundK,Finance,0.0053
FundK,Finance,0.0059
FundK,Finance,0.0038
FundK,Finance,0.0058
FundK,Finance,0.004
FundK,Finance,0.0069
FundK,Finance,0.0039
FundK,Finance,0.0061
FundK,Finance,0.0049
FundK,Finance,0.0084
FundK,Finance,0.0048
FundK,Finance,-0.0003
FundK,Finance,0.0088
FundK,Finance,0.0023
FundK,Finance,0.003
FundK,Finance,0.0032
FundK,Finance,0.0091
FundK,Finance,-0.0014
FundK,Finance,0.0144
FundK,Finance,0.0082
FundK,Finance,0.0057
FundK,Finance,0.0048
FundK,Finance,0.0059
FundK,Finance,0.0066
FundK,Finance,0.0069
FundK,Finance,0.0067
FundK,Finance,0.0053
FundK,Finance,0.0044
FundK,Finance,0.0045
FundK,Finance,0.0044
FundK,Finance,0.0084
FundK,Finance,0.0068
FundK,Finance,-0.0038
FundK,Finance,0.007
FundK,Finance,0.0056
FundK,Finance,0.0049
FundK,Finance,0.0038
FundK,Finance,0.0084
FundK,Finance,0.0078
FundK,Finance,0.0027
FundK,Finance,0.0062
FundK,Finance,0.0021
FundK,Finance,0.0009
FundK,Finance,0.0031
FundK,Finance,0.0076
FundK,Finance,0.0079
FundK,Finance,0.0065
FundK,Finance,0.0072
FundK,Finance,0.0065
FundK,Finance,0.0031
FundK,Finance,0.0063
FundK,Finance,0.0074
FundK,Finance,0.0073
FundK,Finance,0.0086
FundK,Finance,0.0071
FundK,Finance,0.0061
FundK,Finance,0.0082
FundK,Finance,0.0049
FundK,Finance,0.0024
FundK,Finance,0.0045
FundK,Finance,0.0028
FundC,Healthcare,0.0043
FundC,Healthcare,0.0064
FundC,Healthcare,0.0038
FundC,Healthcare,0.0058
FundC,Healthcare,-0.0006
FundC,Healthcare,0.0079
FundC,Healthcare,0.007
FundC,Healthcare,0.0037
FundC,Healthcare,0.0096
FundC,Healthcare,0.0108
FundC,Healthcare,0.0006
FundC,Healthcare,0.0039
FundC,Healthcare,0.0039
FundC,Healthcare,0.0032
FundC,Healthcare,0.0103
FundC,Healthcare,0.0062
FundC,Healthcare,0.0059
FundC,Healthcare,-0.001
FundC,Healthcare,0.0095
FundC,Healthcare,0.002
FundC,Healthcare,0.0072
FundC,Healthcare,0.0081
FundC,Healthcare,0.0124
FundC,Healthcare,0.0018
FundC,Healthcare,-0.0051
FundC,Healthcare,0.0077
FundC,Healthcare,0.0142
FundC,Healthcare,0.012
FundC,Healthcare,0.0078
FundC,Healthcare,0.005
FundC,Healthcare,0.0102
FundC,Healthcare,0.0031
FundC,Healthcare,0.0089
FundC,Healthcare,0.009
FundC,Healthcare,0.0112
FundC,Healthcare,0.018
FundC,Healthcare,0.0086
FundC,Healthcare,0.005
FundC,Healthcare,0.0069
FundC,Healthcare,-0.0001
FundC,Healthcare,0.0042
FundC,Healthcare,0.0054
FundC,Healthcare,0.0049
FundC,Healthcare,0.0076
FundC,Healthcare,0.0037
FundC,Healthcare,0.0115
FundC,Healthcare,0.007
FundC,Healthcare,0.007
FundC,Healthcare,0.0057
FundC,Healthcare,0.0076
FundC,Healthcare,0.0103
FundC,Healthcare,0.0035
FundC,Healthcare,0.0044
FundC,Healthcare,0.0058
FundC,Healthcare,0.0016
FundC,Healthcare,0.0037
FundC,Healthcare,0.0051
FundC,Healthcare,0.0105
FundC,Healthcare,0.0081
FundC,Healthcare,0.0078
FundC,Healthcare,0.0104
FundC,Healthcare,0.0065
FundC,Healthcare,0.0086
FundC,Healthcare,0.0066
FundC,Healthcare,0.0081
FundC,Healthcare,0.0047
FundC,Healthcare,-0.0028
FundC,Healthcare,0.0065
FundC,Healthcare,0.0127
FundC,Healthcare,0.0107
FundC,Healthcare,0.0109
FundC,Healthcare,0.0119
FundC,Healthcare,0.0074
FundC,Healthcare,0.0078
FundC,Healthcare,0.0045
FundC,Healthcare,0.0057
FundC,Healthcare,0.0095
FundC,Healthcare,0.0118
FundC,Healthcare,0.0064
FundC,Healthcare,0.0052
FundC,Healthcare,0.007
FundC,Healthcare,0.0094
FundC,Healthcare,0.0012
FundC,Healthcare,-0.0022
FundC,Healthcare,0.0048
FundC,Healthcare,0.0021
FundC,Healthcare,0.005
FundC,Healthcare,0.0064
FundC,Healthcare,0.0052
FundC,Healthcare,0.0128
FundC,Healthcare,0.0083
FundC,Healthcare,0.0082
FundC,Healthcare,0.0095
FundC,Healthcare,0.0024
FundC,Healthcare,0.0112
FundC,Healthcare,0.0067
FundC,Healthcare,0.0097
FundC,Healthcare,0.0027
FundC,Healthcare,0.0008
FundC,Healthcare,0.0103
FundC,Healthcare,0.0085
FundC,Healthcare,0.0034
FundC,Healthcare,0.0035
FundC,Healthcare,0.0115
FundC,Healthcare,0.0022
FundC,Healthcare,0.0136
FundC,Healthcare,0.0034
FundC,Healthcare,0.0096
FundC,Healthcare,0.0057
FundC,Healthcare,0.0094
FundC,Healthcare,0.0048
FundC,Healthcare,0.0063
FundC,Healthcare,0.0072
FundC,Healthcare,0.003
FundC,Healthcare,0.01
FundC,Healthcare,0.0049
FundC,Healthcare,0.0061
FundC,Healthcare,0.003
FundC,Healthcare,-0.0032
FundC,Healthcare,0.0062
FundC,Healthcare,0.0167
FundC,Healthcare,0.0101
FundC,Healthcare,0.0069
FundC,Healthcare,0.0059
FundC,Healthcare,0.0071
